"last_name, first_name","player_id","year","k_percent","bb_percent","woba","xwoba","xobp","wobacon","xwobacon","avg_swing_speed","squared_up_contact","ideal_angle_rate","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","hard_hit_percent","avg_hyper_speed","z_swing_percent","oz_swing_percent","iz_contact_percent","whiff_percent"
"Hayes, Ke'Bryan",663647,2023,19.8,5.3,".324",".321",".309",".384",".380","72.3",42.5,44.2,"92.2",34.1,7.4,9.9,48.3,"95.450846324",61,30.7,89.3,21.2
"García, Luis",671277,2023,12.4,5.6,".297",".308",".304",".316",".329","71.2",39.3,58.1,"88.3",31.9,5.8,6.3,36.5,"93.638514796",74,30.8,87.3,17.9
"Biggio, Cavan",624415,2023,26,11.8,".318",".314",".333",".367",".360","67.8",38.1,48.6,"88.4",41.4,7.4,7.4,33,"93.0212046",61.5,15.9,84.2,23.8
"Garcia, Maikel",672580,2023,22.3,7.4,".299",".319",".330",".350",".380","69.8",42.6,58.7,"91.8",36.9,3.9,9.4,50.6,"95.500565408",63.6,20.6,84,19.5
"Schwarber, Kyle",656941,2023,29.9,17.5,".350",".364",".362",".434",".460","77.1",29,65.5,"92.4",34.3,16.4,6.7,48.8,"96.18179379",55.8,21.6,77.1,31.5
"Maton, Nick",665155,2023,24.9,13,".268",".285",".305",".282",".310","69.4",27,39,"86.1",31.8,8.4,2.8,31.5,"92.575397771",67.5,25.9,76.2,31.2
"Cronenworth, Jake",630105,2023,18.6,8.8,".301",".305",".321",".321",".327","68.3",31,33.5,"87.4",35.7,4.4,8.4,33.2,"92.917093417",67.1,26.4,90.1,16
"Frazier, Adam",624428,2023,14.9,7,".302",".301",".319",".321",".319","66.9",37.8,53.5,"85.7",40.9,3.1,3.1,23.4,"91.650357101",67.2,28.7,88,19.2
"Walls, Taylor",670764,2023,26.4,12.6,".287",".274",".303",".325",".304","69.3",35.3,61.1,"86.7",32.1,3.3,5.7,28.8,"91.918126429",65.6,17.8,77.8,27.2
"Julks, Corey",667452,2023,23.2,6.8,".286",".295",".301",".339",".353","71.4",27.7,40,"87.9",36,4.9,5.3,36,"93.406924598",62.5,30.2,82,25.4
"Ohtani, Shohei",660271,2023,23.9,15.2,".433",".427",".406",".553",".543","77.4",29.1,50.5,"94.4",35.6,19.6,6.4,54.2,"97.769057809",70.5,29.7,76,32.3
"Julien, Edouard",666397,2023,31.4,15.7,".366",".345",".357",".483",".443","71.1",32.7,46.3,"89.5",38.8,13.1,7.5,44.9,"94.651510141",61.3,14.3,77.6,29.1
"DeJong, Paul",657557,2023,30.3,5.3,".266",".278",".271",".349",".368","69.5",34.3,53.3,"85.5",34.8,6.7,5.5,33.2,"92.870460632",71.3,35.8,76.1,35.4
"Neto, Zach",687263,2023,23.4,6.1,".302",".312",".309",".342",".357","69.3",33.6,48.4,"89.1",33.8,8.8,7.4,40.3,"93.888217243",69.8,25.2,79.5,28.7
"Raley, Luke",670042,2023,31.5,6.9,".353",".327",".313",".477",".432","75.7",24,59,"91.1",29.3,12.9,5.2,45.7,"95.677039912",74.8,31.3,72.6,38.9
"Mountcastle, Ryan",663624,2023,22.8,7.9,".333",".356",".333",".400",".433","76.3",28.8,31.3,"91.4",35.9,12.1,7.1,44.9,"95.45427677",73.6,38.7,82.5,28.3
"Thomas, Alek",677950,2023,21.4,4.7,".278",".291",".293",".328",".346","70",39.9,60.3,"88.9",28.3,5.1,6.8,41.6,"94.064693103",63.7,33.6,86.3,25.2
"Martinez, J.D.",502110,2023,31.1,7.1,".369",".369",".324",".518",".518","72.9",34.5,48.4,"93.4",41.1,17.1,11.3,55.1,"96.728137226",75.4,32.1,76.5,34.4
"Tovar, Ezequiel",678662,2023,27,4.1,".298",".291",".283",".389",".378","71.9",29.2,39.1,"88",36.4,8.1,3.6,36.2,"93.628807036",79.8,42,80,31.3
"Gomes, Yan",543228,2023,19.3,5,".312",".321",".317",".357",".369","69.1",35.2,47.1,"87.4",37,7.8,4.5,36.4,"93.349708864",69.1,37,83.8,24.2
"Harper, Bryce",547180,2023,21.8,14.7,".384",".399",".403",".447",".470","75.5",34.2,45,"91.8",36.8,15.2,6.7,46.8,"96.235486154",77.9,33.4,78.6,33.5
"Hoerner, Nico",663538,2023,12.1,7.1,".322",".311",".339",".327",".313","68.8",40,43.4,"86.6",33.2,1.8,4.2,33.4,"92.695131651",60.5,30.5,93,12.5
"Torres, Gleyber",650402,2023,14.6,10,".346",".362",".357",".364",".385","71.6",38.1,57.3,"89.7",37.3,7.9,7.5,40.3,"94.055057585",68.9,25.9,83.7,21.8
"Adames, Willy",642715,2023,25.9,11.1,".311",".335",".332",".367",".406","72.5",28,47.5,"87.4",35,12.4,4.1,36.5,"93.664258959",71.5,31.8,79.3,31
"Cave, Jake",595909,2023,27.1,7.4,".271",".277",".270",".333",".341","68.9",32,47.4,"89.3",29.5,7.6,5.3,34.8,"93.425616336",68.2,30.2,80.5,27
"Grichuk, Randal",545341,2023,20.4,6.2,".333",".323",".319",".391",".377","74.5",32.9,59.3,"89.6",35,7.1,8.8,45.3,"95.074647765",67,34.9,85.7,26.7
"Tucker, Kyle",663656,2023,13.6,11.9,".372",".386",".380",".393",".412","71.8",35.7,46.4,"90.2",35.4,10.6,8.1,45.9,"94.831132546",71.8,21.6,87.3,18.5
"Grisham, Trent",663757,2023,27.7,13.5,".299",".322",".332",".343",".385","70.5",32.5,49.7,"90.3",32.8,11.9,7.5,40,"94.880503967",60.3,21.6,76.6,28.3
"Volpe, Anthony",683011,2023,27.8,8.7,".290",".308",".306",".357",".385","70.9",30.3,57.2,"88.7",35.5,9,7.7,43,"93.954577957",67.2,28.7,80.5,28.2
"Pederson, Joc",592626,2023,20.9,13.4,".331",".364",".372",".361",".412","72.6",38,45.3,"92.1",33.5,12.1,8.5,52.2,"96.305444852",66,28.5,82.2,24.6
"Muncy, Max",571970,2023,26.4,14.7,".344",".364",".353",".410",".443","71.3",34,49.6,"91.2",33.7,14.6,8.4,46.6,"95.11269018",57.2,23.5,79.2,29.6
"Torkelson, Spencer",679529,2023,25,9.8,".326",".349",".331",".391",".428","75",29.8,55.6,"91.8",33.2,14.1,7,50.9,"96.002045502",67.5,23.6,82.4,24.7
"Peralta, David",444482,2023,17.1,4.7,".290",".309",".312",".328",".352","72.1",29.8,41.6,"89.3",31.1,4.9,7,44.2,"94.678134417",74.3,34.1,84.7,22.5
"Abrams, CJ",682928,2023,19.2,5.2,".306",".304",".301",".349",".345","71.5",31,52,"87.4",32.6,6.9,7.5,35.9,"93.426357297",71.9,35.1,83.8,22.5
"Rogers, Jake",668670,2023,32.3,7.7,".312",".321",".295",".428",".443","70",42.1,55.9,"90.4",40.3,12,10.2,45.6,"94.614399346",66.3,22.6,74.4,31.7
"Yelich, Christian",592885,2023,22.2,12.3,".353",".362",".376",".412",".425","73.6",30.3,40.2,"91.7",30.4,9.2,6.1,50.1,"96.096251589",68.1,24.8,82.3,26.8
"d'Arnaud, Travis",518595,2023,22.9,7.2,".297",".326",".315",".348",".391","72.3",30.5,55.7,"90.7",37.8,9,10.9,42.8,"94.8353646",75.2,27.1,76.3,28.6
"Ruiz, Keibert",660688,2023,10.3,5.5,".310",".322",".321",".319",".333","66.4",37.5,58.7,"87.4",39.4,5.8,4.9,31.9,"92.681495075",66.6,36.5,92,14.3
"Diaz, Jordan",672478,2023,23.5,5.8,".278",".285",".280",".330",".340","73.2",25.8,47.7,"90",29.9,6.4,8.8,43.6,"95.000604729",76.3,37,83.7,29.9
"Alvarez, Yordan",670541,2023,18.5,13.9,".415",".435",".414",".466",".497","76.7",31.9,45.1,"93.3",35.7,18,7.1,52.2,"96.977658344",64.7,26.1,86.5,22.4
"Rivera, Emmanuel",656896,2023,19.8,7.8,".295",".312",".319",".333",".355","69.5",41.3,50.9,"90.7",35.6,5.9,7.8,46.3,"94.647965854",68.6,27.1,83.7,26.7
"Morel, Christopher",666624,2023,31,8.4,".347",".340",".311",".475",".464","75.7",30.4,73.7,"92.1",29.5,15.9,5,50,"96.326775098",71.9,28.9,72,37
"Outman, James",681546,2023,31.9,12,".344",".325",".336",".456",".420","73.4",23.2,46.4,"87.9",38.2,11.1,3.9,39.9,"94.027798454",68.6,25.3,73.2,36.6
"Jiménez, Eloy",650391,2023,19,6.1,".325",".314",".305",".378",".364","75.2",36,48.1,"90.9",26,9.3,5.2,46.8,"95.996060413",71.3,36.6,81.9,29.7
"Farmer, Kyle",571657,2023,23.3,6.2,".316",".313",".314",".376",".373","66.6",36,45.1,"86.4",36.1,6.7,5.6,32.9,"92.785266614",62.7,32.2,86.7,23.2
"Chisholm Jr., Jazz",665862,2023,30.8,6.8,".325",".307",".281",".444",".415","72.9",33.3,55,"90.3",25.3,12.2,6.3,41.8,"95.01360943",64.4,27,71.7,36.2
"Semien, Marcus",543760,2023,14.6,9.6,".354",".333",".337",".377",".349","68.7",37.2,59.8,"88.4",37.5,6.5,6.9,37,"93.189258191",72.9,21.4,88.4,18
"Peguero, Liover",678894,2023,31.5,5.2,".284",".270",".274",".390",".368","73.1",28.3,39.5,"89.3",27.6,5.2,3.7,39.6,"94.198605039",72.9,28.4,79,29.4
"Espinal, Santiago",669289,2023,14.2,7.1,".285",".293",".319",".295",".305","69.2",39.6,55.6,"87",33,1,5.1,29.4,"92.131124845",63.7,25.3,88.1,17.6
"Rojas, Josh",668942,2023,23.1,7.7,".284",".278",".293",".332",".324","67.9",39.1,58.7,"87.1",35.6,3.8,5.9,28.9,"92.417791379",61.8,25.8,82.5,24.2
"Vogelbach, Daniel",596129,2023,25.4,13.2,".327",".324",".335",".381",".376","70.9",34.7,53.3,"91.7",31.4,9.3,8.2,50,"95.217899227",50.9,21.4,86.6,21.6
"Solano, Donovan",456781,2023,22.2,8.9,".338",".351",".371",".385",".406","68.1",33.9,33.9,"90.2",43.1,6.1,8.1,43.7,"94.475306983",64.9,29.9,83.8,25.4
"Naylor, Josh",647304,2023,13.7,6.7,".354",".346",".342",".391",".382","73.2",31.4,45.6,"89.1",35.5,8.2,6.9,41.2,"94.477601234",76.3,39.5,88.3,19.8
"Grossman, Robbie",543257,2023,23.3,13.6,".323",".306",".331",".359",".332","67.1",30.6,50.5,"88.2",32.3,6.8,5.7,37.3,"93.356276654",60.2,15.7,86.1,20.1
"Suwinski, Jack",669261,2023,32.2,14,".341",".346",".337",".450",".460","73.7",24,49.2,"90.5",34.2,15.7,7.5,43.4,"95.316292734",61.1,18.2,77.5,30.1
"Cabrera, Oswaldo",665828,2023,21.8,7.6,".256",".259",".275",".286",".291","70.2",29,53.4,"87.8",27.7,3.5,5.2,32.5,"92.964070727",71.9,27.8,83.1,23.5
"Burger, Jake",669394,2023,27.6,5.9,".349",".359",".329",".454",".469","76",32.5,59.6,"91.9",33.4,16.7,6.9,49.6,"96.989580029",70.8,38.5,78.5,34.1
"Call, Alex",669743,2023,17.8,12.1,".280",".293",".317",".271",".289","70.2",34.7,59.3,"86.8",30.5,5.3,5,30.1,"92.725954777",61.3,19.8,85.9,18.6
"Castro, Harold",605612,2023,24.4,3.3,".258",".263",".266",".326",".332","66.6",30.3,52,"86.2",38.5,3.1,3.6,28.7,"92.139749948",71.1,43.1,81.7,28.6
"Bellinger, Cody",641355,2023,15.6,7.2,".370",".327",".326",".414",".357","69.9",37.2,61.5,"87.9",38,6.1,5.4,31.4,"92.874372388",67.8,31,85,20.1
"Taylor, Tyrone",621438,2023,22.6,3.3,".302",".304",".280",".371",".373","69.7",34.6,58.7,"87.7",33.9,6.8,10.2,39.5,"93.756534489",67.2,35.9,83.9,24.9
"Peña, Jeremy",665161,2023,20.3,6.8,".310",".310",".325",".354",".355","71.6",32.8,49.1,"88",32.4,4,5.3,35.8,"93.690137489",73.2,35.9,86.4,28.4
"Rosario, Eddie",592696,2023,23.6,6.6,".322",".317",".304",".397",".389","70.4",34.1,59.4,"88.6",35.9,9.5,5.6,35.4,"93.424315434",73.6,43.5,76.5,29.8
"Lindor, Francisco",596019,2023,19.9,9.6,".346",".346",".340",".388",".388","71",35.4,59,"91.2",35.8,10.4,7.2,43.9,"94.916417775",70.3,27.2,83.9,22.8
"McCarthy, Jake",664983,2023,19.9,8.3,".289",".293",".319",".313",".319","68.8",30.3,55.3,"85.3",32,2.3,6.8,23.7,"91.881453188",71,31.6,86.3,22.6
"Tauchman, Mike",643565,2023,21.4,14,".330",".341",".372",".356",".374","68.4",36.9,33,"88.4",37.6,5.5,5.5,40,"93.849149016",64.5,18.8,80.9,24.5
