"last_name, first_name","player_id","year","k_percent","bb_percent","woba","xwoba","xobp","wobacon","xwobacon","avg_swing_speed","squared_up_contact","ideal_angle_rate","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","hard_hit_percent","avg_hyper_speed","z_swing_percent","oz_swing_percent","iz_contact_percent","whiff_percent"
"Isbel, Kyle",664728,2022,27,5.8,".265",".266",".273",".330",".330",,,,"89.7",30.4,4.9,7.1,44.6,"94.564799889",65.1,28.2,84,21.9
"Profar, Jurickson",595777,2022,15.7,11.1,".320",".315",".340",".330",".323",,,,"87.5",34.7,4,4.6,34.3,"92.98708518",64.2,23.7,85.5,18.8
"Marte, Ketel",606466,2022,18.1,9.9,".317",".315",".333",".343",".341",,,,"90.1",31.6,6.1,5.8,41.9,"94.845027056",65.7,28.1,83.4,20.7
"Castellanos, Nick",592206,2022,23.3,5.2,".304",".302",".293",".373",".370",,,,"87.5",36.9,6.6,6.1,35.1,"93.293370431",76.8,39.6,79.8,32.2
"Dubón, Mauricio",643289,2022,11.3,4.9,".248",".272",".280",".254",".282",,,,"84.7",28.1,2.3,5.9,29.9,"92.243366359",72.7,38.2,86,15.2
"Sheets, Gavin",657757,2022,21,6.6,".308",".283",".281",".359",".325",,,,"88.6",32.3,6.5,6.1,36.1,"93.559241787",63.7,33.2,84.5,21.9
"Muncy, Max",571970,2022,25,15.9,".318",".339",".342",".348",".383",,,,"90.3",34.3,13.4,10.3,45.6,"94.680756043",60.4,16.5,78.4,26.1
"Mitchell, Cal",668751,2022,22.4,7.8,".281",".292",".297",".326",".341",,,,"89.9",34,4.9,5.6,40.7,"93.818245342",69,32.2,83.8,26.8
"France, Ty",664034,2022,15.3,5.7,".337",".321",".330",".364",".342",,,,"87.6",34.8,5.4,5,36.8,"93.565264683",75.8,31.9,90.2,19.3
"Miranda, Jose",669304,2022,18.8,5.8,".329",".317",".312",".374",".358",,,,"89.3",34.2,6.2,7.9,42.4,"94.236161898",72.5,32.7,85.2,24.3
"Thompson, Trayce",572204,2022,36.5,12.5,".370",".366",".350",".554",".547",,,,"92.2",45.3,16.4,7.8,46.9,"96.133570313",66,23.3,71.9,37.8
"Hays, Austin",669720,2022,19.6,5.8,".314",".298",".298",".359",".337",,,,"87.7",32.3,5.2,7.1,37.7,"93.543165976",67.7,36.2,87.7,23.5
"Higgins, P.J.",664731,2022,25.3,9.6,".306",".264",".290",".366",".300",,,,"86",34.7,3.4,4.1,25.5,"91.886405683",61.9,25.7,84.6,27.6
"Gonzalez, Oscar",660757,2022,19.6,3.9,".339",".320",".313",".408",".383",,,,"88.6",32.5,7.3,4.8,40.1,"94.682138153",74.3,46.6,82,26.7
"Guillorme, Luis",641645,2022,13.7,10.1,".311",".302",".335",".316",".303",,,,"86.2",35.6,2.4,2.8,24.9,"91.784068496",57.4,21.3,91,13.5
"Arozarena, Randy",668227,2022,24.2,7.1,".336",".301",".301",".411",".360",,,,"89.9",28.2,7.9,5.8,41,"94.772195116",64,30.9,78.4,28.7
"LeMahieu, DJ",518934,2022,13.1,12.4,".329",".344",".369",".324",".344",,,,"89.2",32.8,5.3,6.8,41.1,"94.048075494",53.9,24.5,89.1,15.7
"Estrada, Thairo",642731,2022,16.5,6.1,".317",".299",".312",".343",".319",,,,"86.2",31.6,4.4,4.7,31.1,"92.54814231",67.2,32.3,87.5,20.3
"Jiménez, Eloy",650391,2022,22,8.6,".370",".365",".335",".444",".437",,,,"92.8",31.7,14.7,8.5,54.9,"96.686543438",71.7,32.1,77.5,30.3
"Kelly, Carson",608348,2022,20.1,8.2,".275",".288",".298",".297",".316",,,,"87.7",33.2,5.2,7.2,36.8,"93.265690161",62.8,24.3,86.2,21.1
"Rosario, Eddie",592696,2022,25.2,6.3,".258",".250",".249",".314",".301",,,,"87.7",32.4,5.4,5.9,33,"92.836894341",70.2,40.4,77.5,32.2
"Merrifield, Whit",593160,2022,15.5,6.9,".294",".288",".292",".318",".310",,,,"87.1",37.9,4.2,7.3,31.1,"92.27510481",71.4,29.8,85.6,19.4
"Miller, Brad",543543,2022,29,7.5,".263",".269",".264",".333",".343",,,,"91.1",27.5,7.8,4.6,39.9,"94.372039868",71.7,30.1,73.1,36.3
"DeJong, Paul",657557,2022,33.3,8.9,".241",".267",".267",".298",".345",,,,"87.6",25.6,9.8,5.3,37.6,"93.858530902",70.7,27.9,73.4,35.2
"Báez, Javier",595879,2022,24.9,4.4,".291",".281",".268",".365",".351",,,,"87.9",29.7,8,4.9,38,"93.890376232",67.9,47.5,77.7,35.8
"Judge, Aaron",592450,2022,25.1,15.9,".458",".463",".422",".602",".611",,,,"95.9",39,26.5,7.2,61.9,"99.053359221",66.1,22.9,79.7,29.8
"Phillips, Brett",621433,2022,41.8,7.1,".213",".220",".230",".313",".327",,,,"88.5",32.1,4.5,5.4,29.5,"92.851488396",63.9,22.6,65.5,39.4
"Berti, Jon",542932,2022,22,10.4,".298",".306",".322",".331",".343",,,,"88",30.7,5.9,5.2,37,"93.452015688",65.5,22.3,83,24.5
"Bell, Josh",605137,2022,15.8,12.5,".344",".346",".365",".358",".361",,,,"88.9",30.7,7.2,3.7,40.8,"94.511584791",68.8,24.9,83.6,21.7
"Bichette, Bo",666182,2022,22.2,5.9,".347",".334",".322",".426",".408",,,,"91.9",33.3,9.6,7.2,50.3,"96.003278846",77.6,35.2,85.2,23
"Robert Jr., Luis",673357,2022,19.2,4.2,".324",".331",".311",".383",".392",,,,"89.3",32.6,8.9,4.9,42.8,"94.809771678",83.6,43.2,82.7,27.1
"Andrus, Elvis",462101,2022,15.9,6.8,".310",".293",".300",".338",".316",,,,"87.9",29.1,4.5,3.6,34.8,"93.236647643",62.3,29.4,85.5,21.4
"Alonso, Pete",624413,2022,18.7,9.8,".366",".353",".345",".420",".403",,,,"89.8",34.5,12.3,4.8,44.8,"95.616516548",70.9,33.5,84.3,24.2
"Donaldson, Josh",518626,2022,27.1,9.9,".302",".299",".303",".363",".360",,,,"90.7",34.8,9.8,6.3,43.3,"94.867949761",66.6,29.3,72.5,33.3
